fixed acidity,volatile acidity,citric acid,total sulfur dioxide,density,alcohol,quality
8.8,0.41,0.64,42.0,0.9986,10.5,5
9.1,0.21,0.37,10.0,0.99552,11.1,7
12.2,0.45,0.49,6.0,0.9969,10.4,5
10.2,0.49,0.63,26.0,0.9968,12.5,7
8.9,0.745,0.18,48.0,0.99739,9.7,6
8.8,0.45,0.43,21.0,0.99551,10.2,6
6.8,0.61,0.04,10.0,0.99525,9.5,5
7.8,0.88,0.0,67.0,0.9968,9.8,5
8.3,0.715,0.15,52.0,0.9968,9.5,5
9.9,0.63,0.24,33.0,0.9974,9.4,5
7.8,0.56,0.12,28.0,0.997,9.4,6
8.1,0.575,0.22,65.0,0.9967,9.2,5
9.4,0.24,0.33,73.0,0.99786,10.2,6
7.9,0.32,0.51,56.0,0.9969,9.2,6
6.2,0.52,0.08,32.0,0.99646,11.6,6
8.0,0.64,0.22,33.0,0.99612,11.0,5
7.2,0.49,0.18,34.0,0.9967,9.2,6
6.9,0.48,0.2,23.0,0.99585,9.05,4
9.2,0.54,0.31,38.0,0.99699,10.9,5
7.3,0.67,0.05,20.0,0.9972,10.1,5
9.4,0.685,0.11,31.0,0.9984,10.1,6
7.4,0.58,0.0,11.0,0.99562,11.3,6
8.6,0.45,0.31,50.0,0.9982,9.9,6
8.9,0.48,0.53,10.0,0.99586,12.1,7
7.5,0.53,0.06,44.0,0.9965,10.7,6
8.4,0.6,0.1,111.0,0.9964,9.8,5
7.6,0.41,0.24,11.0,0.9962,9.5,5
7.5,0.51,0.02,31.0,0.99538,10.5,6
6.7,0.75,0.01,32.0,0.9955,12.8,6
7.3,1.07,0.09,89.0,0.9962,9.0,5
8.6,0.47,0.27,28.0,0.99516,11.2,5
9.1,0.64,0.23,38.0,0.9998,9.7,5
11.3,0.34,0.45,15.0,0.9988,9.2,6
8.1,0.73,0.0,24.0,0.99798,9.6,4
8.8,0.52,0.34,122.0,0.9982,9.5,5
6.9,0.63,0.02,30.0,0.99712,9.8,5
10.2,0.42,0.57,10.0,0.9971,9.6,5
9.0,0.82,0.05,96.0,0.99814,10.0,5
9.9,0.27,0.49,17.0,0.99484,12.5,7
8.0,0.77,0.32,74.0,0.99656,9.8,6
8.2,0.51,0.24,86.0,0.99764,9.5,6
8.3,0.61,0.3,50.0,0.9972,10.2,6
7.6,0.55,0.21,28.0,0.9964,9.7,5
7.1,0.69,0.04,27.0,0.99712,9.8,5
7.9,0.6,0.06,59.0,0.9964,9.4,5
6.6,0.725,0.09,17.0,0.99655,10.8,6
7.2,0.25,0.37,41.0,0.99439,12.4,7
8.6,0.53,0.22,27.0,0.9967,10.2,6
