citric acid,chlorides,free sulfur dioxide,density,sulphates,alcohol,quality
0.1,0.071,27.0,0.996,0.61,9.2,5
0.57,0.07,4.0,0.9971,0.63,9.6,5
0.26,0.079,42.0,0.9964,0.54,9.5,5
0.35,0.055,13.0,0.99394,0.59,11.3,7
0.0,0.072,26.0,0.99379,0.6,11.5,6
0.34,0.079,32.0,0.998,0.53,9.5,5
0.48,0.132,3.0,0.99577,0.57,13.2,6
0.49,0.088,11.0,0.9972,0.68,11.7,6
0.59,0.079,9.0,0.9976,0.54,12.0,6
0.0,0.097,14.0,0.99675,0.58,9.0,6
0.63,0.072,10.0,0.9968,0.78,12.5,7
0.4,0.082,6.0,0.99538,0.54,12.2,6
0.25,0.118,9.0,0.99616,0.53,9.8,5
0.14,0.093,13.0,0.99724,0.54,10.1,5
0.28,0.085,12.0,0.99633,0.7,11.0,6
0.49,0.095,10.0,1.00315,0.74,11.1,5
0.49,0.094,38.0,0.9982,0.59,9.1,5
0.09,0.065,34.0,0.99417,0.74,12.7,8
0.05,0.089,12.0,0.99735,0.61,10.0,5
0.25,0.077,21.0,0.9974,0.96,12.1,6
0.08,0.071,16.0,0.99376,0.77,11.1,6
0.09,0.117,9.0,0.99655,0.49,10.8,6
0.08,0.046,13.0,0.9924,0.85,13.0,7
0.7,0.464,22.0,0.9974,1.28,9.4,5
0.35,0.088,9.0,0.9963,0.62,9.4,5
0.39,0.074,3.0,0.99698,0.59,9.5,6
0.5,0.205,48.0,1.00242,0.75,8.8,5
0.14,0.076,15.0,0.99624,0.49,10.7,5
0.01,0.076,7.0,0.99668,0.54,9.6,5
0.09,0.053,24.0,0.99402,0.6,11.3,5
0.26,0.08,17.0,0.99584,0.52,9.9,5
0.22,0.078,33.0,0.99678,0.46,9.6,6
0.03,0.092,10.0,0.9966,0.47,9.6,5
0.01,0.077,20.0,0.99746,0.59,9.8,5
0.42,0.07,29.0,0.9973,0.72,10.5,5
0.57,0.074,27.0,0.9969,0.79,10.7,5
0.42,0.087,8.0,0.9972,0.61,10.5,6
0.66,0.083,7.0,1.0022,0.73,10.0,7
0.28,0.082,31.0,0.99694,0.48,9.4,5
0.26,0.088,23.0,0.9981,0.74,9.2,6
0.23,0.088,17.0,0.9962,0.48,9.5,5
0.66,0.123,3.0,0.99642,0.53,11.9,6
0.0,0.048,16.0,0.99154,0.74,14.0,7
0.12,0.099,16.0,0.9969,0.61,9.5,5
0.02,0.084,13.0,0.99538,0.54,10.5,6
0.09,0.065,7.0,0.99685,0.55,9.0,6
0.29,0.081,27.0,0.99603,0.54,10.3,5
